doc_id,source_path,author,title,work_group,char_count
Bacalbasa_1893.txt,experiments/runs/rostories_cleaned_norm_input/texts/Bacalbasa_1893.txt,Bacalbasa,1893,Bacalbasa__1893,8915
Bacalbasa_1Mai.txt,experiments/runs/rostories_cleaned_norm_input/texts/Bacalbasa_1Mai.txt,Bacalbasa,1Mai,Bacalbasa__1Mai,3203
Bacalbasa_300000Lei.txt,experiments/runs/rostories_cleaned_norm_input/texts/Bacalbasa_300000Lei.txt,Bacalbasa,300000Lei,Bacalbasa__300000Lei,3595
Bacalbasa_AcelCeTace.txt,experiments/runs/rostories_cleaned_norm_input/texts/Bacalbasa_AcelCeTace.txt,Bacalbasa,AcelCeTace,Bacalbasa__AcelCeTace,1735
Bacalbasa_Ajutor.txt,experiments/runs/rostories_cleaned_norm_input/texts/Bacalbasa_Ajutor.txt,Bacalbasa,Ajutor,Bacalbasa__Ajutor,1761
Bacalbasa_AlexandruIii.txt,experiments/runs/rostories_cleaned_norm_input/texts/Bacalbasa_AlexandruIii.txt,Bacalbasa,AlexandruIii,Bacalbasa__AlexandruIii,3262
Bacalbasa_AmintiriLiterareGenialulPatrascu.txt,experiments/runs/rostories_cleaned_norm_input/texts/Bacalbasa_AmintiriLiterareGenialulPatrascu.txt,Bacalbasa,AmintiriLiterareGenialulPatrascu,Bacalbasa__AmintiriLiterareGenialulPatrascu,4896
Bacalbasa_AnulNou.txt,experiments/runs/rostories_cleaned_norm_input/texts/Bacalbasa_AnulNou.txt,Bacalbasa,AnulNou,Bacalbasa__AnulNou,1897
Bacalbasa_Armonie.txt,experiments/runs/rostories_cleaned_norm_input/texts/Bacalbasa_Armonie.txt,Bacalbasa,Armonie,Bacalbasa__Armonie,1126
Bacalbasa_Art262CodPenal.txt,experiments/runs/rostories_cleaned_norm_input/texts/Bacalbasa_Art262CodPenal.txt,Bacalbasa,Art262CodPenal,Bacalbasa__Art262CodPenal,2663
Bacalbasa_ArtaIncurajata.txt,experiments/runs/rostories_cleaned_norm_input/texts/Bacalbasa_ArtaIncurajata.txt,Bacalbasa,ArtaIncurajata,Bacalbasa__ArtaIncurajata,3314
Bacalbasa_ArtaNoastra.txt,experiments/runs/rostories_cleaned_norm_input/texts/Bacalbasa_ArtaNoastra.txt,Bacalbasa,ArtaNoastra,Bacalbasa__ArtaNoastra,4732
Bacalbasa_ArtaPentruArta.txt,experiments/runs/rostories_cleaned_norm_input/texts/Bacalbasa_ArtaPentruArta.txt,Bacalbasa,ArtaPentruArta,Bacalbasa__ArtaPentruArta,2836
Bacalbasa_AutoriiRascoalelor.txt,experiments/runs/rostories_cleaned_norm_input/texts/Bacalbasa_AutoriiRascoalelor.txt,Bacalbasa,AutoriiRascoalelor,Bacalbasa__AutoriiRascoalelor,3068
Bacalbasa_BaiatulRomaniei.txt,experiments/runs/rostories_cleaned_norm_input/texts/Bacalbasa_BaiatulRomaniei.txt,Bacalbasa,BaiatulRomaniei,Bacalbasa__BaiatulRomaniei,2594
Bacalbasa_BaietiiLuiBratianu.txt,experiments/runs/rostories_cleaned_norm_input/texts/Bacalbasa_BaietiiLuiBratianu.txt,Bacalbasa,BaietiiLuiBratianu,Bacalbasa__BaietiiLuiBratianu,2209
