doc_id,source_path,author,title,work_group,char_count
Bacalbasa_1893.txt,data/ro-stories-original/Bacalbasa_1893.txt,Bacalbasa,1893,Bacalbasa__1893,8916
Bacalbasa_1Mai.txt,data/ro-stories-original/Bacalbasa_1Mai.txt,Bacalbasa,1Mai,Bacalbasa__1Mai,3204
Bacalbasa_300000Lei.txt,data/ro-stories-original/Bacalbasa_300000Lei.txt,Bacalbasa,300000Lei,Bacalbasa__300000Lei,3596
Bacalbasa_AcelCeTace.txt,data/ro-stories-original/Bacalbasa_AcelCeTace.txt,Bacalbasa,AcelCeTace,Bacalbasa__AcelCeTace,1736
Bacalbasa_Ajutor.txt,data/ro-stories-original/Bacalbasa_Ajutor.txt,Bacalbasa,Ajutor,Bacalbasa__Ajutor,1762
Bacalbasa_AlexandruIii.txt,data/ro-stories-original/Bacalbasa_AlexandruIii.txt,Bacalbasa,AlexandruIii,Bacalbasa__AlexandruIii,3263
Bacalbasa_AmintiriLiterareGenialulPatrascu.txt,data/ro-stories-original/Bacalbasa_AmintiriLiterareGenialulPatrascu.txt,Bacalbasa,AmintiriLiterareGenialulPatrascu,Bacalbasa__AmintiriLiterareGenialulPatrascu,4897
Bacalbasa_AnulNou.txt,data/ro-stories-original/Bacalbasa_AnulNou.txt,Bacalbasa,AnulNou,Bacalbasa__AnulNou,1898
Bacalbasa_Armonie.txt,data/ro-stories-original/Bacalbasa_Armonie.txt,Bacalbasa,Armonie,Bacalbasa__Armonie,1127
Bacalbasa_Art262CodPenal.txt,data/ro-stories-original/Bacalbasa_Art262CodPenal.txt,Bacalbasa,Art262CodPenal,Bacalbasa__Art262CodPenal,2664
Bacalbasa_ArtaIncurajata.txt,data/ro-stories-original/Bacalbasa_ArtaIncurajata.txt,Bacalbasa,ArtaIncurajata,Bacalbasa__ArtaIncurajata,3315
Bacalbasa_ArtaNoastra.txt,data/ro-stories-original/Bacalbasa_ArtaNoastra.txt,Bacalbasa,ArtaNoastra,Bacalbasa__ArtaNoastra,4733
Bacalbasa_ArtaPentruArta.txt,data/ro-stories-original/Bacalbasa_ArtaPentruArta.txt,Bacalbasa,ArtaPentruArta,Bacalbasa__ArtaPentruArta,2837
Bacalbasa_AutoriiRascoalelor.txt,data/ro-stories-original/Bacalbasa_AutoriiRascoalelor.txt,Bacalbasa,AutoriiRascoalelor,Bacalbasa__AutoriiRascoalelor,3069
Bacalbasa_BaiatulRomaniei.txt,data/ro-stories-original/Bacalbasa_BaiatulRomaniei.txt,Bacalbasa,BaiatulRomaniei,Bacalbasa__BaiatulRomaniei,2595
Bacalbasa_BaietiiLuiBratianu.txt,data/ro-stories-original/Bacalbasa_BaietiiLuiBratianu.txt,Bacalbasa,BaietiiLuiBratianu,Bacalbasa__BaietiiLuiBratianu,2210
Bacalbasa_BataiaInArmata.txt,data/ro-stories-original/Bacalbasa_BataiaInArmata.txt,Bacalbasa,BataiaInArmata,Bacalbasa__BataiaInArmata,22981
Bacalbasa_BeneMerenti.txt,data/ro-stories-original/Bacalbasa_BeneMerenti.txt,Bacalbasa,BeneMerenti,Bacalbasa__BeneMerenti,3978
Bacalbasa_CDobrogeanuGherea.txt,data/ro-stories-original/Bacalbasa_CDobrogeanuGherea.txt,Bacalbasa,CDobrogeanuGherea,Bacalbasa__CDobrogeanuGherea,1822
Bacalbasa_Calm.txt,data/ro-stories-original/Bacalbasa_Calm.txt,Bacalbasa,Calm,Bacalbasa__Calm,3582
Bacalbasa_CartileDidactice.txt,data/ro-stories-original/Bacalbasa_CartileDidactice.txt,Bacalbasa,CartileDidactice,Bacalbasa__CartileDidactice,3321
Bacalbasa_CasaDeNebuni.txt,data/ro-stories-original/Bacalbasa_CasaDeNebuni.txt,Bacalbasa,CasaDeNebuni,Bacalbasa__CasaDeNebuni,3420
Bacalbasa_CeEsteConstitutia.txt,data/ro-stories-original/Bacalbasa_CeEsteConstitutia.txt,Bacalbasa,CeEsteConstitutia,Bacalbasa__CeEsteConstitutia,3642
Bacalbasa_CeFaceCaragiale.txt,data/ro-stories-original/Bacalbasa_CeFaceCaragiale.txt,Bacalbasa,CeFaceCaragiale,Bacalbasa__CeFaceCaragiale,3645
Bacalbasa_ColegiulTaranesc.txt,data/ro-stories-original/Bacalbasa_ColegiulTaranesc.txt,Bacalbasa,ColegiulTaranesc,Bacalbasa__ColegiulTaranesc,3887
Bacalbasa_ConvorbireCuGhereaDobrogeanu.txt,data/ro-stories-original/Bacalbasa_ConvorbireCuGhereaDobrogeanu.txt,Bacalbasa,ConvorbireCuGhereaDobrogeanu,Bacalbasa__ConvorbireCuGhereaDobrogeanu,6397
Bacalbasa_DeNunta.txt,data/ro-stories-original/Bacalbasa_DeNunta.txt,Bacalbasa,DeNunta,Bacalbasa__DeNunta,2573
Bacalbasa_DinCrimeleLuiTakeIonescu.txt,data/ro-stories-original/Bacalbasa_DinCrimeleLuiTakeIonescu.txt,Bacalbasa,DinCrimeleLuiTakeIonescu,Bacalbasa__DinCrimeleLuiTakeIonescu,3597
Bacalbasa_DinGoanaVietei.txt,data/ro-stories-original/Bacalbasa_DinGoanaVietei.txt,Bacalbasa,DinGoanaVietei,Bacalbasa__DinGoanaVietei,9782
Bacalbasa_DinViataMilitaraCavalerulAmabil.txt,data/ro-stories-original/Bacalbasa_DinViataMilitaraCavalerulAmabil.txt,Bacalbasa,DinViataMilitaraCavalerulAmabil,Bacalbasa__DinViataMilitaraCavalerulAmabil,5627
Bacalbasa_DinViataMilitaraCopilDeTrupa.txt,data/ro-stories-original/Bacalbasa_DinViataMilitaraCopilDeTrupa.txt,Bacalbasa,DinViataMilitaraCopilDeTrupa,Bacalbasa__DinViataMilitaraCopilDeTrupa,10254
Bacalbasa_DinViataMilitaraDezertorul.txt,data/ro-stories-original/Bacalbasa_DinViataMilitaraDezertorul.txt,Bacalbasa,DinViataMilitaraDezertorul,Bacalbasa__DinViataMilitaraDezertorul,28550
Bacalbasa_DinViataMilitaraFatme.txt,data/ro-stories-original/Bacalbasa_DinViataMilitaraFatme.txt,Bacalbasa,DinViataMilitaraFatme,Bacalbasa__DinViataMilitaraFatme,10814
Bacalbasa_DinViataMilitaraMosul.txt,data/ro-stories-original/Bacalbasa_DinViataMilitaraMosul.txt,Bacalbasa,DinViataMilitaraMosul,Bacalbasa__DinViataMilitaraMosul,7134
Bacalbasa_DinViataMilitaraNebunul.txt,data/ro-stories-original/Bacalbasa_DinViataMilitaraNebunul.txt,Bacalbasa,DinViataMilitaraNebunul,Bacalbasa__DinViataMilitaraNebunul,10052
Bacalbasa_DinViataMilitaraPregatiriPentruSurprindere.txt,data/ro-stories-original/Bacalbasa_DinViataMilitaraPregatiriPentruSurprindere.txt,Bacalbasa,DinViataMilitaraPregatiriPentruSurprindere,Bacalbasa__DinViataMilitaraPregatiriPentruSurprindere,1443
Bacalbasa_DinViataMilitaraUnSergentMajor.txt,data/ro-stories-original/Bacalbasa_DinViataMilitaraUnSergentMajor.txt,Bacalbasa,DinViataMilitaraUnSergentMajor,Bacalbasa__DinViataMilitaraUnSergentMajor,5443
Bacalbasa_DonMaiorFritz.txt,data/ro-stories-original/Bacalbasa_DonMaiorFritz.txt,Bacalbasa,DonMaiorFritz,Bacalbasa__DonMaiorFritz,1071
Bacalbasa_DupaSerbari.txt,data/ro-stories-original/Bacalbasa_DupaSerbari.txt,Bacalbasa,DupaSerbari,Bacalbasa__DupaSerbari,5202
Bacalbasa_EmblemaRegala.txt,data/ro-stories-original/Bacalbasa_EmblemaRegala.txt,Bacalbasa,EmblemaRegala,Bacalbasa__EmblemaRegala,1288
Bacalbasa_FabricaDeCiocoi.txt,data/ro-stories-original/Bacalbasa_FabricaDeCiocoi.txt,Bacalbasa,FabricaDeCiocoi,Bacalbasa__FabricaDeCiocoi,3829
Bacalbasa_Foametea.txt,data/ro-stories-original/Bacalbasa_Foametea.txt,Bacalbasa,Foametea,Bacalbasa__Foametea,4761
Bacalbasa_FunctionariiComerciali.txt,data/ro-stories-original/Bacalbasa_FunctionariiComerciali.txt,Bacalbasa,FunctionariiComerciali,Bacalbasa__FunctionariiComerciali,6450
Bacalbasa_FurtFaraEfractie.txt,data/ro-stories-original/Bacalbasa_FurtFaraEfractie.txt,Bacalbasa,FurtFaraEfractie,Bacalbasa__FurtFaraEfractie,3704
Bacalbasa_GeografulGobjan.txt,data/ro-stories-original/Bacalbasa_GeografulGobjan.txt,Bacalbasa,GeografulGobjan,Bacalbasa__GeografulGobjan,4545
Bacalbasa_Gramatica.txt,data/ro-stories-original/Bacalbasa_Gramatica.txt,Bacalbasa,Gramatica,Bacalbasa__Gramatica,4273
Bacalbasa_GrevaAReusit.txt,data/ro-stories-original/Bacalbasa_GrevaAReusit.txt,Bacalbasa,GrevaAReusit,Bacalbasa__GrevaAReusit,4103
Bacalbasa_HoleraMitropolitului.txt,data/ro-stories-original/Bacalbasa_HoleraMitropolitului.txt,Bacalbasa,HoleraMitropolitului,Bacalbasa__HoleraMitropolitului,2110
Bacalbasa_ILCaragiale.txt,data/ro-stories-original/Bacalbasa_ILCaragiale.txt,Bacalbasa,ILCaragiale,Bacalbasa__ILCaragiale,4905
Bacalbasa_ImpotrivaNationalismului.txt,data/ro-stories-original/Bacalbasa_ImpotrivaNationalismului.txt,Bacalbasa,ImpotrivaNationalismului,Bacalbasa__ImpotrivaNationalismului,2311
Bacalbasa_Incepe.txt,data/ro-stories-original/Bacalbasa_Incepe.txt,Bacalbasa,Incepe,Bacalbasa__Incepe,4809
Bacalbasa_Instigatorii.txt,data/ro-stories-original/Bacalbasa_Instigatorii.txt,Bacalbasa,Instigatorii,Bacalbasa__Instigatorii,4100
Bacalbasa_Invataminte.txt,data/ro-stories-original/Bacalbasa_Invataminte.txt,Bacalbasa,Invataminte,Bacalbasa__Invataminte,4304
Bacalbasa_IubireaInPoezie.txt,data/ro-stories-original/Bacalbasa_IubireaInPoezie.txt,Bacalbasa,IubireaInPoezie,Bacalbasa__IubireaInPoezie,4542
Bacalbasa_Justitie.txt,data/ro-stories-original/Bacalbasa_Justitie.txt,Bacalbasa,Justitie,Bacalbasa__Justitie,2902
Bacalbasa_LaStana.txt,data/ro-stories-original/Bacalbasa_LaStana.txt,Bacalbasa,LaStana,Bacalbasa__LaStana,1541
Bacalbasa_LaVacarestiNuLaFilaret.txt,data/ro-stories-original/Bacalbasa_LaVacarestiNuLaFilaret.txt,Bacalbasa,LaVacarestiNuLaFilaret,Bacalbasa__LaVacarestiNuLaFilaret,3168
Bacalbasa_Leone.txt,data/ro-stories-original/Bacalbasa_Leone.txt,Bacalbasa,Leone,Bacalbasa__Leone,5485
Bacalbasa_LibertateSiRobie.txt,data/ro-stories-original/Bacalbasa_LibertateSiRobie.txt,Bacalbasa,LibertateSiRobie,Bacalbasa__LibertateSiRobie,3816
Bacalbasa_MareleCapitan.txt,data/ro-stories-original/Bacalbasa_MareleCapitan.txt,Bacalbasa,MareleCapitan,Bacalbasa__MareleCapitan,1118
Bacalbasa_MenageriaRegalaAlexandruLahovary.txt,data/ro-stories-original/Bacalbasa_MenageriaRegalaAlexandruLahovary.txt,Bacalbasa,MenageriaRegalaAlexandruLahovary,Bacalbasa__MenageriaRegalaAlexandruLahovary,2572
