doc_id,author,title,work_group,char_count,sha256,author_name_in_text_casefold
Bacalbasa_1893.txt,Bacalbasa,1893,Bacalbasa__1893,8916,e6b0a1f4735d23d859f8fb451b8ab229f400b7d194ea752008cb8697c1b89644,False
Bacalbasa_1Mai.txt,Bacalbasa,1Mai,Bacalbasa__1Mai,3204,29a1c214829c4ad5ed93fdb32ac6242a22c736f2532f8b532b87ccd622f08e6e,False
Bacalbasa_300000Lei.txt,Bacalbasa,300000Lei,Bacalbasa__300000Lei,3596,5dcf85689302d11b1f26f29d10deca6ec9acfa5a327a7f14c3feecd5b14d23f7,False
Bacalbasa_AcelCeTace.txt,Bacalbasa,AcelCeTace,Bacalbasa__AcelCeTace,1736,02802099375ae2043e407510ad6e29df375c7866083e9a5436ed24e079993525,False
Bacalbasa_Ajutor.txt,Bacalbasa,Ajutor,Bacalbasa__Ajutor,1762,9b09e06cb65d47765f2888a28b885613e00d79893873ab706b8cbd69e190183c,False
Bacalbasa_AlexandruIii.txt,Bacalbasa,AlexandruIii,Bacalbasa__AlexandruIii,3263,0e86b2cf5e000b5f855c99d4f2576af9e4e9d5c58957c4ce3f5c3a6d55cf035c,False
Bacalbasa_AmintiriLiterareGenialulPatrascu.txt,Bacalbasa,AmintiriLiterareGenialulPatrascu,Bacalbasa__AmintiriLiterareGenialulPatrascu,4897,2228a230e8ec3514bf7a395a91efa24e5e57db811820a31d62c5918b685e31a3,False
Bacalbasa_AnulNou.txt,Bacalbasa,AnulNou,Bacalbasa__AnulNou,1898,1009612a7d6114abf1bb965ec587c7a2308e0ce5e4edcc1704de1450c08411f6,False
Bacalbasa_Armonie.txt,Bacalbasa,Armonie,Bacalbasa__Armonie,1127,14eb6abf77d163473895930159206c22001276a30cd7c8fb0008b8eb8c82a206,False
Bacalbasa_Art262CodPenal.txt,Bacalbasa,Art262CodPenal,Bacalbasa__Art262CodPenal,2664,ac402cfcac74604d67173e8e1104767986ec508e7a6c2f105c9796f675adbc52,False
Bacalbasa_ArtaIncurajata.txt,Bacalbasa,ArtaIncurajata,Bacalbasa__ArtaIncurajata,3315,aae646b720adf728118d50902d15317179c3555eea6d5a4fdd5b240bbff0afec,False
Bacalbasa_ArtaNoastra.txt,Bacalbasa,ArtaNoastra,Bacalbasa__ArtaNoastra,4733,0264a002c8b637a2d75e3218e8e3c33e415fac8bab0764402ccbeb7030b54a79,False
Bacalbasa_ArtaPentruArta.txt,Bacalbasa,ArtaPentruArta,Bacalbasa__ArtaPentruArta,2837,1a6a507e959e53ec37eb2cc9613dbd171b274574e87743c0afe7a84722f686e8,False
Bacalbasa_AutoriiRascoalelor.txt,Bacalbasa,AutoriiRascoalelor,Bacalbasa__AutoriiRascoalelor,3069,e86e1e2cb837db5a36b467560710bb0790248d706961362dee79299fa37fd2a7,False
Bacalbasa_BaiatulRomaniei.txt,Bacalbasa,BaiatulRomaniei,Bacalbasa__BaiatulRomaniei,2595,88d2d378a650eefe40b2d3f43ff467b295b9c216de0c8d718f7ce0718b6ddf2a,False
Bacalbasa_BaietiiLuiBratianu.txt,Bacalbasa,BaietiiLuiBratianu,Bacalbasa__BaietiiLuiBratianu,2210,68e5dd8bc40f39febc8cc1a0ac87d39de5a61027350e9cee7a7e0858b38aa205,False
Bacalbasa_BataiaInArmata.txt,Bacalbasa,BataiaInArmata,Bacalbasa__BataiaInArmata,22981,3a84dbc71d9ffb8f5443ee2c4d157af2f9223b0da4686406911038d8e2610b27,False
Bacalbasa_BeneMerenti.txt,Bacalbasa,BeneMerenti,Bacalbasa__BeneMerenti,3978,0cb2646e877e7b0d4140f94cce8cc6c355554b3ef5c85e64923e0a6115300b63,False
Bacalbasa_CDobrogeanuGherea.txt,Bacalbasa,CDobrogeanuGherea,Bacalbasa__CDobrogeanuGherea,1822,88f02dfca6dc5e8c81c0186f9eb55da15ed4f83540db21dcf17be69b8b70924b,False
Bacalbasa_Calm.txt,Bacalbasa,Calm,Bacalbasa__Calm,3582,6c0c77416d7773f7d8218af59a2d742a07d844076c8458c08c130b30e0ba08f8,False
Bacalbasa_CartileDidactice.txt,Bacalbasa,CartileDidactice,Bacalbasa__CartileDidactice,3321,be67f7dc440d4da5ea65e2962ee99837e4d2608a420bee6bf45f7c53fa647082,False
Bacalbasa_CasaDeNebuni.txt,Bacalbasa,CasaDeNebuni,Bacalbasa__CasaDeNebuni,3420,47914b6673329302ce180d7cfb28339fc3b102ca65d57d2b97211f09fe9a5654,False
Bacalbasa_CeEsteConstitutia.txt,Bacalbasa,CeEsteConstitutia,Bacalbasa__CeEsteConstitutia,3642,ebd9f15c106f231722a8f7d75e0346a2fb1b2a3964d4db8c42d96184618dc28d,False
Bacalbasa_CeFaceCaragiale.txt,Bacalbasa,CeFaceCaragiale,Bacalbasa__CeFaceCaragiale,3645,2348c7e57da32c7bcc6ab15de87a459300467d7817155824bb691af0b40f5a30,False
Bacalbasa_ColegiulTaranesc.txt,Bacalbasa,ColegiulTaranesc,Bacalbasa__ColegiulTaranesc,3887,e4e5e96086e3b83e1e50988892ac675453f4d694014d1788ab1abebe1b1ff08a,False
Bacalbasa_ConvorbireCuGhereaDobrogeanu.txt,Bacalbasa,ConvorbireCuGhereaDobrogeanu,Bacalbasa__ConvorbireCuGhereaDobrogeanu,6397,f2aaebd8f034b0180c842436bab8917be869539202c7ef592be528036b504262,False
Bacalbasa_DeNunta.txt,Bacalbasa,DeNunta,Bacalbasa__DeNunta,2573,8b741231de85e1b32e8f0e606248b5aa2eddbe84e69ec1c577bd6a7da1a47c84,False
Bacalbasa_DinCrimeleLuiTakeIonescu.txt,Bacalbasa,DinCrimeleLuiTakeIonescu,Bacalbasa__DinCrimeleLuiTakeIonescu,3597,6812f3536a863d0a08bb536d65d7bd74e2b8564c61da60761f230074bdfe868c,False
