doc_id,source_path,author,title,work_group,input_char_count,normalized_char_count
Bacalbasa_1893.txt,ro-storiesAP-ROST/Bacalbasa_1893.txt,Bacalbasa,1893,Bacalbasa__1893,8915,8915
Bacalbasa_1Mai.txt,ro-storiesAP-ROST/Bacalbasa_1Mai.txt,Bacalbasa,1Mai,Bacalbasa__1Mai,3203,3203
Bacalbasa_300000Lei.txt,ro-storiesAP-ROST/Bacalbasa_300000Lei.txt,Bacalbasa,300000Lei,Bacalbasa__300000Lei,3595,3595
Bacalbasa_AcelCeTace.txt,ro-storiesAP-ROST/Bacalbasa_AcelCeTace.txt,Bacalbasa,AcelCeTace,Bacalbasa__AcelCeTace,1735,1735
Bacalbasa_Ajutor.txt,ro-storiesAP-ROST/Bacalbasa_Ajutor.txt,Bacalbasa,Ajutor,Bacalbasa__Ajutor,1761,1761
Bacalbasa_AlexandruIii.txt,ro-storiesAP-ROST/Bacalbasa_AlexandruIii.txt,Bacalbasa,AlexandruIii,Bacalbasa__AlexandruIii,3262,3262
Bacalbasa_AmintiriLiterareGenialulPatrascu.txt,ro-storiesAP-ROST/Bacalbasa_AmintiriLiterareGenialulPatrascu.txt,Bacalbasa,AmintiriLiterareGenialulPatrascu,Bacalbasa__AmintiriLiterareGenialulPatrascu,4920,4896
Bacalbasa_AnulNou.txt,ro-storiesAP-ROST/Bacalbasa_AnulNou.txt,Bacalbasa,AnulNou,Bacalbasa__AnulNou,1897,1897
Bacalbasa_Armonie.txt,ro-storiesAP-ROST/Bacalbasa_Armonie.txt,Bacalbasa,Armonie,Bacalbasa__Armonie,1126,1126
Bacalbasa_Art262CodPenal.txt,ro-storiesAP-ROST/Bacalbasa_Art262CodPenal.txt,Bacalbasa,Art262CodPenal,Bacalbasa__Art262CodPenal,2663,2663
Bacalbasa_ArtaIncurajata.txt,ro-storiesAP-ROST/Bacalbasa_ArtaIncurajata.txt,Bacalbasa,ArtaIncurajata,Bacalbasa__ArtaIncurajata,3318,3314
Bacalbasa_ArtaNoastra.txt,ro-storiesAP-ROST/Bacalbasa_ArtaNoastra.txt,Bacalbasa,ArtaNoastra,Bacalbasa__ArtaNoastra,4736,4732
Bacalbasa_ArtaPentruArta.txt,ro-storiesAP-ROST/Bacalbasa_ArtaPentruArta.txt,Bacalbasa,ArtaPentruArta,Bacalbasa__ArtaPentruArta,2838,2836
Bacalbasa_AutoriiRascoalelor.txt,ro-storiesAP-ROST/Bacalbasa_AutoriiRascoalelor.txt,Bacalbasa,AutoriiRascoalelor,Bacalbasa__AutoriiRascoalelor,3068,3068
Bacalbasa_BaiatulRomaniei.txt,ro-storiesAP-ROST/Bacalbasa_BaiatulRomaniei.txt,Bacalbasa,BaiatulRomaniei,Bacalbasa__BaiatulRomaniei,2594,2594
Bacalbasa_BaietiiLuiBratianu.txt,ro-storiesAP-ROST/Bacalbasa_BaietiiLuiBratianu.txt,Bacalbasa,BaietiiLuiBratianu,Bacalbasa__BaietiiLuiBratianu,2209,2209
Bacalbasa_BataiaInArmata.txt,ro-storiesAP-ROST/Bacalbasa_BataiaInArmata.txt,Bacalbasa,BataiaInArmata,Bacalbasa__BataiaInArmata,22980,22980
Bacalbasa_BeneMerenti.txt,ro-storiesAP-ROST/Bacalbasa_BeneMerenti.txt,Bacalbasa,BeneMerenti,Bacalbasa__BeneMerenti,3993,3977
Bacalbasa_CDobrogeanuGherea.txt,ro-storiesAP-ROST/Bacalbasa_CDobrogeanuGherea.txt,Bacalbasa,CDobrogeanuGherea,Bacalbasa__CDobrogeanuGherea,1823,1821
Bacalbasa_Calm.txt,ro-storiesAP-ROST/Bacalbasa_Calm.txt,Bacalbasa,Calm,Bacalbasa__Calm,3587,3581
Bacalbasa_CartileDidactice.txt,ro-storiesAP-ROST/Bacalbasa_CartileDidactice.txt,Bacalbasa,CartileDidactice,Bacalbasa__CartileDidactice,3328,3320
Bacalbasa_CasaDeNebuni.txt,ro-storiesAP-ROST/Bacalbasa_CasaDeNebuni.txt,Bacalbasa,CasaDeNebuni,Bacalbasa__CasaDeNebuni,3421,3419
Bacalbasa_CeEsteConstitutia.txt,ro-storiesAP-ROST/Bacalbasa_CeEsteConstitutia.txt,Bacalbasa,CeEsteConstitutia,Bacalbasa__CeEsteConstitutia,3641,3641
Bacalbasa_CeFaceCaragiale.txt,ro-storiesAP-ROST/Bacalbasa_CeFaceCaragiale.txt,Bacalbasa,CeFaceCaragiale,Bacalbasa__CeFaceCaragiale,3650,3644
Bacalbasa_ColegiulTaranesc.txt,ro-storiesAP-ROST/Bacalbasa_ColegiulTaranesc.txt,Bacalbasa,ColegiulTaranesc,Bacalbasa__ColegiulTaranesc,3886,3886
Bacalbasa_ConvorbireCuGhereaDobrogeanu.txt,ro-storiesAP-ROST/Bacalbasa_ConvorbireCuGhereaDobrogeanu.txt,Bacalbasa,ConvorbireCuGhereaDobrogeanu,Bacalbasa__ConvorbireCuGhereaDobrogeanu,6416,6396
Bacalbasa_DeNunta.txt,ro-storiesAP-ROST/Bacalbasa_DeNunta.txt,Bacalbasa,DeNunta,Bacalbasa__DeNunta,2572,2572
Bacalbasa_DinCrimeleLuiTakeIonescu.txt,ro-storiesAP-ROST/Bacalbasa_DinCrimeleLuiTakeIonescu.txt,Bacalbasa,DinCrimeleLuiTakeIonescu,Bacalbasa__DinCrimeleLuiTakeIonescu,3596,3596
Bacalbasa_DinGoanaVietei.txt,ro-storiesAP-ROST/Bacalbasa_DinGoanaVietei.txt,Bacalbasa,DinGoanaVietei,Bacalbasa__DinGoanaVietei,9815,9781
Bacalbasa_DinViataMilitaracavalerulAmabil.txt,ro-storiesAP-ROST/Bacalbasa_DinViataMilitaracavalerulAmabil.txt,Bacalbasa,DinViataMilitaracavalerulAmabil,Bacalbasa__DinViataMilitaracavalerulAmabil,5630,5626
Bacalbasa_DinViataMilitaracopilDeTrupa.txt,ro-storiesAP-ROST/Bacalbasa_DinViataMilitaracopilDeTrupa.txt,Bacalbasa,DinViataMilitaracopilDeTrupa,Bacalbasa__DinViataMilitaracopilDeTrupa,10283,10253
Bacalbasa_DinViataMilitaradezertorul.txt,ro-storiesAP-ROST/Bacalbasa_DinViataMilitaradezertorul.txt,Bacalbasa,DinViataMilitaradezertorul,Bacalbasa__DinViataMilitaradezertorul,28761,28549
Bacalbasa_DinViataMilitarafatme╠Ç.txt,ro-storiesAP-ROST/Bacalbasa_DinViataMilitarafatme╠Ç.txt,Bacalbasa,DinViataMilitarafatme╠Ç,Bacalbasa__DinViataMilitarafatme╠Ç,10829,10813
Bacalbasa_DinViataMilitaramosul.txt,ro-storiesAP-ROST/Bacalbasa_DinViataMilitaramosul.txt,Bacalbasa,DinViataMilitaramosul,Bacalbasa__DinViataMilitaramosul,7163,7133
Bacalbasa_DinViataMilitaranebunul.txt,ro-storiesAP-ROST/Bacalbasa_DinViataMilitaranebunul.txt,Bacalbasa,DinViataMilitaranebunul,Bacalbasa__DinViataMilitaranebunul,10085,10051
Bacalbasa_DinViataMilitarapregatiriPentruSurprindere.txt,ro-storiesAP-ROST/Bacalbasa_DinViataMilitarapregatiriPentruSurprindere.txt,Bacalbasa,DinViataMilitarapregatiriPentruSurprindere,Bacalbasa__DinViataMilitarapregatiriPentruSurprindere,1462,1442
Bacalbasa_DinViataMilitaraunSergentMajor.txt,ro-storiesAP-ROST/Bacalbasa_DinViataMilitaraunSergentMajor.txt,Bacalbasa,DinViataMilitaraunSergentMajor,Bacalbasa__DinViataMilitaraunSergentMajor,5490,5442
Bacalbasa_DonMaiorFritz.txt,ro-storiesAP-ROST/Bacalbasa_DonMaiorFritz.txt,Bacalbasa,DonMaiorFritz,Bacalbasa__DonMaiorFritz,1070,1070
Bacalbasa_DupaSerbari.txt,ro-storiesAP-ROST/Bacalbasa_DupaSerbari.txt,Bacalbasa,DupaSerbari,Bacalbasa__DupaSerbari,5201,5201
Bacalbasa_EmblemaRegala.txt,ro-storiesAP-ROST/Bacalbasa_EmblemaRegala.txt,Bacalbasa,EmblemaRegala,Bacalbasa__EmblemaRegala,1287,1287
Bacalbasa_FabricaDeCiocoi.txt,ro-storiesAP-ROST/Bacalbasa_FabricaDeCiocoi.txt,Bacalbasa,FabricaDeCiocoi,Bacalbasa__FabricaDeCiocoi,3828,3828
Bacalbasa_Foametea.txt,ro-storiesAP-ROST/Bacalbasa_Foametea.txt,Bacalbasa,Foametea,Bacalbasa__Foametea,4760,4760
Bacalbasa_FunctionariiComerciali.txt,ro-storiesAP-ROST/Bacalbasa_FunctionariiComerciali.txt,Bacalbasa,FunctionariiComerciali,Bacalbasa__FunctionariiComerciali,6449,6449
Bacalbasa_FurtFaraEfractie.txt,ro-storiesAP-ROST/Bacalbasa_FurtFaraEfractie.txt,Bacalbasa,FurtFaraEfractie,Bacalbasa__FurtFaraEfractie,3703,3703
Bacalbasa_GeografulGobjan.txt,ro-storiesAP-ROST/Bacalbasa_GeografulGobjan.txt,Bacalbasa,GeografulGobjan,Bacalbasa__GeografulGobjan,4544,4544
Bacalbasa_Gramatica.txt,ro-storiesAP-ROST/Bacalbasa_Gramatica.txt,Bacalbasa,Gramatica,Bacalbasa__Gramatica,4278,4272
Bacalbasa_GrevaAReusit.txt,ro-storiesAP-ROST/Bacalbasa_GrevaAReusit.txt,Bacalbasa,GrevaAReusit,Bacalbasa__GrevaAReusit,4102,4102
Bacalbasa_HoleraMitropolitului.txt,ro-storiesAP-ROST/Bacalbasa_HoleraMitropolitului.txt,Bacalbasa,HoleraMitropolitului,Bacalbasa__HoleraMitropolitului,2109,2109
Bacalbasa_ILCaragiale.txt,ro-storiesAP-ROST/Bacalbasa_ILCaragiale.txt,Bacalbasa,ILCaragiale,Bacalbasa__ILCaragiale,4910,4904
Bacalbasa_ImpotrivaNationalismului.txt,ro-storiesAP-ROST/Bacalbasa_ImpotrivaNationalismului.txt,Bacalbasa,ImpotrivaNationalismului,Bacalbasa__ImpotrivaNationalismului,2310,2310
Bacalbasa_Incepe.txt,ro-storiesAP-ROST/Bacalbasa_Incepe.txt,Bacalbasa,Incepe,Bacalbasa__Incepe,2401,2401
Bacalbasa_Instigatorii.txt,ro-storiesAP-ROST/Bacalbasa_Instigatorii.txt,Bacalbasa,Instigatorii,Bacalbasa__Instigatorii,4099,4099
Bacalbasa_Invataminte.txt,ro-storiesAP-ROST/Bacalbasa_Invataminte.txt,Bacalbasa,Invataminte,Bacalbasa__Invataminte,4303,4303
Bacalbasa_IubireaInPoezie.txt,ro-storiesAP-ROST/Bacalbasa_IubireaInPoezie.txt,Bacalbasa,IubireaInPoezie,Bacalbasa__IubireaInPoezie,4551,4541
Bacalbasa_Justitie.txt,ro-storiesAP-ROST/Bacalbasa_Justitie.txt,Bacalbasa,Justitie,Bacalbasa__Justitie,2917,2901
Bacalbasa_LaStana.txt,ro-storiesAP-ROST/Bacalbasa_LaStana.txt,Bacalbasa,LaStana,Bacalbasa__LaStana,1542,1540
Bacalbasa_LaVacarestiNuLaFilaret.txt,ro-storiesAP-ROST/Bacalbasa_LaVacarestiNuLaFilaret.txt,Bacalbasa,LaVacarestiNuLaFilaret,Bacalbasa__LaVacarestiNuLaFilaret,3167,3167
Bacalbasa_Leone.txt,ro-storiesAP-ROST/Bacalbasa_Leone.txt,Bacalbasa,Leone,Bacalbasa__Leone,5484,5484
Bacalbasa_LibertateSiRobie.txt,ro-storiesAP-ROST/Bacalbasa_LibertateSiRobie.txt,Bacalbasa,LibertateSiRobie,Bacalbasa__LibertateSiRobie,3815,3815
Bacalbasa_MareleCapitan.txt,ro-storiesAP-ROST/Bacalbasa_MareleCapitan.txt,Bacalbasa,MareleCapitan,Bacalbasa__MareleCapitan,1117,1117
Bacalbasa_MenageriaRegalaAlexandruLahovary.txt,ro-storiesAP-ROST/Bacalbasa_MenageriaRegalaAlexandruLahovary.txt,Bacalbasa,MenageriaRegalaAlexandruLahovary,Bacalbasa__MenageriaRegalaAlexandruLahovary,2571,2571
Bacalbasa_MenageriaRegalaLascarCatargiu.txt,ro-storiesAP-ROST/Bacalbasa_MenageriaRegalaLascarCatargiu.txt,Bacalbasa,MenageriaRegalaLascarCatargiu,Bacalbasa__MenageriaRegalaLascarCatargiu,3098,3098
Bacalbasa_MesajulSiCriza.txt,ro-storiesAP-ROST/Bacalbasa_MesajulSiCriza.txt,Bacalbasa,MesajulSiCriza,Bacalbasa__MesajulSiCriza,3890,3890
Bacalbasa_MititaScuza.txt,ro-storiesAP-ROST/Bacalbasa_MititaScuza.txt,Bacalbasa,MititaScuza,Bacalbasa__MititaScuza,1765,1765
Bacalbasa_MosTeacaaghiotantulPietei.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacaaghiotantulPietei.txt,Bacalbasa,MosTeacaaghiotantulPietei,Bacalbasa__MosTeacaaghiotantulPietei,5747,5721
Bacalbasa_MosTeacabacalaureatii.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacabacalaureatii.txt,Bacalbasa,MosTeacabacalaureatii,Bacalbasa__MosTeacabacalaureatii,2405,2367
Bacalbasa_MosTeacacheiulDambovitei.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacacheiulDambovitei.txt,Bacalbasa,MosTeacacheiulDambovitei,Bacalbasa__MosTeacacheiulDambovitei,2109,2105
Bacalbasa_MosTeacachipiulAlb.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacachipiulAlb.txt,Bacalbasa,MosTeacachipiulAlb,Bacalbasa__MosTeacachipiulAlb,2154,2150
Bacalbasa_MosTeacacineEMosTeaca.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacacineEMosTeaca.txt,Bacalbasa,MosTeacacineEMosTeaca,Bacalbasa__MosTeacacineEMosTeaca,11837,11811
Bacalbasa_MosTeacacontrabanda.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacacontrabanda.txt,Bacalbasa,MosTeacacontrabanda,Bacalbasa__MosTeacacontrabanda,2445,2409
Bacalbasa_MosTeacacumSeVindecaBoalele.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacacumSeVindecaBoalele.txt,Bacalbasa,MosTeacacumSeVindecaBoalele,Bacalbasa__MosTeacacumSeVindecaBoalele,5378,5344
Bacalbasa_MosTeacadonColonelPeFrontiera.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacadonColonelPeFrontiera.txt,Bacalbasa,MosTeacadonColonelPeFrontiera,Bacalbasa__MosTeacadonColonelPeFrontiera,1672,1668
Bacalbasa_MosTeacaepizootia.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacaepizootia.txt,Bacalbasa,MosTeacaepizootia,Bacalbasa__MosTeacaepizootia,3344,3340
Bacalbasa_MosTeacainDobrogea.txt,ro-storiesAP-ROST/Bacalbasa_MosTeacainDobrogea.txt,Bacalbasa,MosTeacainDobrogea,Bacalbasa__MosTeacainDobrogea,2137,2131
