doc_id,author,title,work_group,char_count,sha256,author_name_in_text_casefold
Bacalbasa_1893.txt,Bacalbasa,1893,Bacalbasa__1893,8915,ee9fb794837e54ccf40cec15c021e55f7d901f46bc3ad61529b8e83d78baab0a,False
Bacalbasa_1Mai.txt,Bacalbasa,1Mai,Bacalbasa__1Mai,3203,23a8d7e97b6a2eba50137ccd6eaea7d834f2a50936527f45b570cbf54768d1bf,False
Bacalbasa_300000Lei.txt,Bacalbasa,300000Lei,Bacalbasa__300000Lei,3595,46c3cd2243114130a71a596de2d1a8a15e5ffba7726cbc098599c2b1f96ecd89,False
Bacalbasa_AcelCeTace.txt,Bacalbasa,AcelCeTace,Bacalbasa__AcelCeTace,1735,bbcabec4c5011b3480f0f3b41a3840e21d79ff097d91f6b58fd9d90a3c93f1ba,False
Bacalbasa_Ajutor.txt,Bacalbasa,Ajutor,Bacalbasa__Ajutor,1761,e5e105b08bb33baaf4f28099edf36da3b834e69bc4e42f2b271e5ee71878f033,False
Bacalbasa_AlexandruIii.txt,Bacalbasa,AlexandruIii,Bacalbasa__AlexandruIii,3262,ab13ebdf9318e0fbbae9344be54009a769be8027e276a17df83bbb822e7d5437,False
Bacalbasa_AmintiriLiterareGenialulPatrascu.txt,Bacalbasa,AmintiriLiterareGenialulPatrascu,Bacalbasa__AmintiriLiterareGenialulPatrascu,4896,2d9c387fb61bbdc6c53e5fa716e47267e8cc8d035454ede376acd1828e2ef932,False
Bacalbasa_AnulNou.txt,Bacalbasa,AnulNou,Bacalbasa__AnulNou,1897,3797ed9b61f24fc7aeefc3abbe91f31239c6779760ed934f3eb3d3d15bde6612,False
Bacalbasa_Armonie.txt,Bacalbasa,Armonie,Bacalbasa__Armonie,1126,27b3e95083b62d679668fac7a24b086f9e6e8eb88bd4a23daefe65a1b89e2dfe,False
Bacalbasa_Art262CodPenal.txt,Bacalbasa,Art262CodPenal,Bacalbasa__Art262CodPenal,2663,8a6f8478c8e2bb3be6e964322b24e023fd5385a97b0f5a885103cd8d33833ae1,False
Bacalbasa_ArtaIncurajata.txt,Bacalbasa,ArtaIncurajata,Bacalbasa__ArtaIncurajata,3314,27bcc483ade32b588f6c21fdf8a8e4347728c4d4651582003b9460e693798747,False
Bacalbasa_ArtaNoastra.txt,Bacalbasa,ArtaNoastra,Bacalbasa__ArtaNoastra,4732,ddb9d6ffb05026bbc18e36e5ba1023ae0b00c5cf0797bb3a2757436bfd510138,False
Bacalbasa_ArtaPentruArta.txt,Bacalbasa,ArtaPentruArta,Bacalbasa__ArtaPentruArta,2836,f695e361e6259885f8c8dcc66786dc092057137159e4a0c710ccd0ccc1772c49,False
Bacalbasa_AutoriiRascoalelor.txt,Bacalbasa,AutoriiRascoalelor,Bacalbasa__AutoriiRascoalelor,3068,fe62f49c586267999c3a776ec30df310b08a5b01a006a97d8ae4027df08df306,False
Bacalbasa_BaiatulRomaniei.txt,Bacalbasa,BaiatulRomaniei,Bacalbasa__BaiatulRomaniei,2594,425b52c5a87e4481083c7b0e26941d408bc8fa22b26d3f90c02cff22cc8b9b61,False
Bacalbasa_BaietiiLuiBratianu.txt,Bacalbasa,BaietiiLuiBratianu,Bacalbasa__BaietiiLuiBratianu,2209,9c041a4245a4ee4ccf5a38e28c35b4087bb6aa96008e5d0df7e95a073bea53bf,False
Bacalbasa_BataiaInArmata.txt,Bacalbasa,BataiaInArmata,Bacalbasa__BataiaInArmata,22980,dd46372f8d32bff3db722dac076e2ef69ccca85b25059d828fe9307461b9d361,False
Bacalbasa_BeneMerenti.txt,Bacalbasa,BeneMerenti,Bacalbasa__BeneMerenti,3977,873c234d302621a590203ff06cce40a7c3a633f15c473e2bce55d505f648efad,False
Bacalbasa_CDobrogeanuGherea.txt,Bacalbasa,CDobrogeanuGherea,Bacalbasa__CDobrogeanuGherea,1821,7d3c152aae6f5ca92857e2c4fd2ed06502000d9300809c34f8d3a2d586db908e,False
Bacalbasa_Calm.txt,Bacalbasa,Calm,Bacalbasa__Calm,3581,8c92ce252fda486ac9c889a616b4392143f0b76242dc1552150934d965ce69fd,False
Bacalbasa_CartileDidactice.txt,Bacalbasa,CartileDidactice,Bacalbasa__CartileDidactice,3320,04a55331bb1ae17cca7cb1c3b4a1b933753d371e7787bdc06fbeabc7b72b4a89,False
Bacalbasa_CasaDeNebuni.txt,Bacalbasa,CasaDeNebuni,Bacalbasa__CasaDeNebuni,3419,7ca7b869d191d3ae92ddaa0424dd33d95b698002cbc45df696a613fa2bd54e2d,False
Bacalbasa_CeEsteConstitutia.txt,Bacalbasa,CeEsteConstitutia,Bacalbasa__CeEsteConstitutia,3641,7413c88de97eda635d4b924422b15819f8bd80b7070f70d8217b00e07d23d132,False
Bacalbasa_CeFaceCaragiale.txt,Bacalbasa,CeFaceCaragiale,Bacalbasa__CeFaceCaragiale,3644,7ac2ae46bbfac4ea5c0a3a16fbc0d39d184e271d39fcfe4699624e18040b8980,False
Bacalbasa_ColegiulTaranesc.txt,Bacalbasa,ColegiulTaranesc,Bacalbasa__ColegiulTaranesc,3886,f422d60fab0d2f3d258ad7f8b904e4b1be69c697cfd96b36afb085326b213d37,False
Bacalbasa_ConvorbireCuGhereaDobrogeanu.txt,Bacalbasa,ConvorbireCuGhereaDobrogeanu,Bacalbasa__ConvorbireCuGhereaDobrogeanu,6396,9436f43c202dcb2da6f5614aa49c337e0a80b5f00edda309dfe76d48fb14ac82,False
Bacalbasa_DeNunta.txt,Bacalbasa,DeNunta,Bacalbasa__DeNunta,2572,555d492a104f28e9543b8ea64eb3b042d630e6911d90ffde12e0c8135012e7fe,False
Bacalbasa_DinCrimeleLuiTakeIonescu.txt,Bacalbasa,DinCrimeleLuiTakeIonescu,Bacalbasa__DinCrimeleLuiTakeIonescu,3596,541e5b7d4a00bb6d72202def170d470bb68e7087ed66a860669c4e2d20278376,False
Bacalbasa_DinGoanaVietei.txt,Bacalbasa,DinGoanaVietei,Bacalbasa__DinGoanaVietei,9781,f1e2298a1368f9ccf69fa8a0309a0e36e040894ca65f4e1cd53974679514b015,False
Bacalbasa_DinViataMilitaracavalerulAmabil.txt,Bacalbasa,DinViataMilitaracavalerulAmabil,Bacalbasa__DinViataMilitaracavalerulAmabil,5626,8cf3864a8b981e888f11b4605b10783c82b726a037e8d068ede5b95b0befd515,False
Bacalbasa_DinViataMilitaracopilDeTrupa.txt,Bacalbasa,DinViataMilitaracopilDeTrupa,Bacalbasa__DinViataMilitaracopilDeTrupa,10253,77c8565a3d1e95e673d7bb7a1aaa6f5a4e6525232f92e9fadf868655a936967c,False
Bacalbasa_DinViataMilitaradezertorul.txt,Bacalbasa,DinViataMilitaradezertorul,Bacalbasa__DinViataMilitaradezertorul,28549,d29769796e20bd75a366a254dad86d629064c5ab0e6adc95e156c9d98a3f24d6,False
Bacalbasa_DinViataMilitarafatme╠Ç.txt,Bacalbasa,DinViataMilitarafatme╠Ç,Bacalbasa__DinViataMilitarafatme╠Ç,10813,ca291f783dd6e876f768c7587692ebc17f2e95b573300d64e499fbea13754fc1,False
